subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,9/23/2018,4/2/2018,4/6/2018,Ipsos,B+,1459,rv,.0335489,0,43.3,33.1,47.72534,36.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51623,81627,4/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/3/2018,4/7/2018,Ipsos,B+,1247,rv,.0288447,0,45.8,32.1,50.22534,35.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51622,81626,4/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/5/2018,4/7/2018,Morning Consult,B-,1994,rv,.1526465,0,42,36,46.49991,38.0313,"","",https://www.politico.com/f/?id=00000162-b16f-d2e5-ade3-f17f40cc0000,51618,81613,4/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/4/2018,4/8/2018,Ipsos,B+,1253,rv,.0291556,0,45.3,31.7,49.72534,35.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51621,81625,4/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/5/2018,4/9/2018,Ipsos,B+,1230,rv,.0287893,0,42.8,33.2,47.22534,37.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51620,81624,4/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/6/2018,4/10/2018,Ipsos,B+,1220,rv,.0287143,0,43.5,33.6,47.92534,37.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51633,81646,4/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/6/2018,4/9/2018,Quinnipiac University,A-,1181,rv,.6358676,0,46,43,43.8154,42.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2535,51616,81615,4/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/7/2018,4/11/2018,Ipsos,B+,1257,rv,.0297477,0,44.5,34.4,48.92534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51632,81645,4/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/8/2018,4/9/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.2736846,0,45,40,46.1857,39.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,51624,81632,4/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/8/2018,4/10/2018,YouGov,B,1292,rv,.2007346,0,44,36,48.79832,38.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3g689cgf7m/econTabReport.pdf,51619,81614,4/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/8/2018,4/12/2018,Ipsos,B+,1273,rv,.0302948,0,43.5,35.1,47.92534,38.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51631,81644,4/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/8/2018,4/11/2018,NBC News/Wall Street Journal,A-,720,rv,.8121002,0,47,40,45.8559,38.66911,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBCWSJAprilPoll41518Release.pdf,51635,81658,4/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/8/2018,4/11/2018,ABC News/Washington Post,A+,865,rv,1.671568,0,47,43,45.73676,42.93568,"","",https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2018/04/16/National-Politics/Polling/question_20317.xml?uuid=CucQrkFlEeiy3LCkA-RyCg,51634,81659,4/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/9/2018,4/13/2018,Ipsos,B+,1293,rv,.0309396,0,43.1,36,47.52534,39.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52200,82369,4/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/10/2018,4/14/2018,Ipsos,B+,1267,rv,.0304693,0,45.1,34.7,49.52534,38.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52199,82368,4/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/10/2018,4/13/2018,Marist College,A,829,rv,1.104619,0,44,39,44.1308,39.53578,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180410/Trump%20and%20Congress_NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_April%202018.pdf,52202,82377,4/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/11/2018,4/15/2018,Ipsos,B+,1281,rv,.030951,0,45,35,49.42534,38.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52198,82367,4/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/12/2018,4/16/2018,Ipsos,B+,1268,rv,.0307743,0,44.2,35.2,48.62534,39.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52197,82366,4/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/12/2018,4/17/2018,Morning Consult,B-,1917,rv,.1496532,0,43,36,47.49991,38.0313,"","",https://www.politico.com/f/?id=00000162-d575-d05e-a3e6-fd75df1a0000,52203,82379,4/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/13/2018,4/17/2018,Ipsos,B+,1239,rv,.0301981,0,43.9,34.4,48.32534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52292,82517,4/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/14/2018,4/18/2018,Ipsos,B+,1206,rv,.029518,0,44.8,33.1,49.22534,36.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52291,82516,4/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/15/2018,4/17/2018,YouGov,B,1274,rv,.1973857,0,43,38,47.79832,40.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4l31gznvf1/econTabReport.pdf,52205,82383,4/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/15/2018,4/19/2018,Ipsos,B+,1260,rv,.0309685,0,42.4,35.6,46.82534,39.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52290,82515,4/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/16/2018,4/20/2018,Ipsos,B+,1244,rv,.0306998,0,42,35.7,46.42534,39.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52306,82545,4/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/17/2018,4/21/2018,Ipsos,B+,1209,rv,.0299569,0,40.4,35.4,44.82534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52305,82544,4/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/18/2018,4/22/2018,Ipsos,B+,1231,rv,.0306227,0,42.2,35.3,46.62534,39.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52304,82543,4/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/17/2018,4/22/2018,McLaughlin & Associates,C-,1000,lv,.3401079,0,43,43,45.27081,40.39692,"","",http://mclaughlinonline.com/2018/04/24/april-2018-national-survey-results/,52313,82569,4/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/19/2018,4/23/2018,Morning Consult,B-,1993,rv,.1568283,0,44,35,48.49991,37.0313,"","",https://morningconsult.com/wp-content/uploads/2018/04/180434_crosstabs_POLITICO_v1_DK.pdf,52310,82565,4/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/19/2018,4/23/2018,Ipsos,B+,1283,rv,.0320371,0,43.6,35.2,48.02534,39.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52303,82542,4/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/20/2018,4/24/2018,Quinnipiac University,A-,1193,rv,.7186201,0,48,40,45.8154,39.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2538,52309,82561,4/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/20/2018,4/24/2018,Ipsos,B+,1248,rv,.0312894,0,45,33.6,49.42534,37.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52321,82586,4/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/21/2018,4/25/2018,Ipsos,B+,1226,rv,.0308627,0,44.7,34.4,49.12534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52320,82585,4/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/22/2018,4/24/2018,Harris Interactive,C+,1549,rv,.577251,0,43,34,45.77427,36.63033,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_April2018_RegisteredVoters_Topline_Memo.pdf,52315,82574,4/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/22/2018,4/24/2018,YouGov,B,1265,rv,.195104,0,43,38,47.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a849k68e2i/econTabReport.pdf,52311,82566,4/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/22/2018,4/26/2018,Ipsos,B+,1891,rv,.0477992,0,44.1,33.2,48.52534,37.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52319,82584,4/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/23/2018,4/27/2018,Ipsos,B+,1988,rv,.0504662,0,43.5,33.9,47.92534,37.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52329,82606,4/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/20/2018,4/30/2018,Kaiser Family Foundation,"",1655,rv,1.931065,0,46,38,45.91821,38.99877,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-Preview-of-the-Role-of-Health-Care-in-the-2018-Midterm-Campaigns,52366,82690,5/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/24/2018,4/28/2018,Ipsos,B+,1979,rv,.050465,0,42.4,35.1,46.82534,38.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52328,82605,4/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/25/2018,4/29/2018,Ipsos,B+,1943,rv,.0497807,0,42,35.4,46.42534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52327,82604,4/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/25/2018,5/1/2018,Pew Research Center,B-,1221,rv,.8281971,0,48,43,47.81207,42.74094,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/05/03134750/05-03-18-political-topline-for-release.pdf,52335,82622,5/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/26/2018,4/30/2018,Ipsos,B+,1977,rv,.0508943,0,42.8,35.2,47.22534,39.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52326,82603,5/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/26/2018,4/30/2018,Monmouth University,A+,681,rv,1.379865,0,49,41,48.09023,40.00396,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_050318/,52325,82618,5/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/27/2018,5/1/2018,Ipsos,B+,1339,rv,.034644,0,42.6,37.4,47.02534,41.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52357,82660,5/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/26/2018,5/1/2018,Morning Consult,B-,1991,rv,.1581209,0,43,34,47.49991,36.0313,"","",https://morningconsult.com/wp-content/uploads/2018/05/180444_crosstabs_POLITICO_v1_DK-2-1.pdf,52330,82612,5/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/29/2018,5/1/2018,YouGov,B,1259,rv,.1929794,0,42,39,46.79832,41.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fojcpi55bv/econTabReport.pdf,52331,82615,5/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/28/2018,5/2/2018,Ipsos,B+,1241,rv,.0322675,0,41.1,37.5,45.52534,41.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52356,82659,5/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/29/2018,5/3/2018,Ipsos,B+,1238,rv,.0323456,0,40.6,37,45.02534,40.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52355,82658,5/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/30/2018,5/4/2018,Ipsos,B+,1248,rv,.0327609,0,40.8,37.2,45.22534,41.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52364,82679,5/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/1/2018,5/5/2018,Ipsos,B+,1194,rv,.0314831,0,39.3,37.8,43.72534,41.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52363,82678,5/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/2/2018,5/6/2018,Ipsos,B+,1205,rv,.0319136,0,39.5,36.3,43.92534,40.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52362,82677,5/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/3/2018,5/5/2018,CBS News,A-,1101,a,1.840591,0,50,41,48.71944,40.49386,"","",https://drive.google.com/file/d/0ByVu4fDHYJgVYUF5MzVDT1E3NTRPdFg3MmdYdXI4SXBzdTZR/view,52354,82664,5/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/2/2018,5/5/2018,CNN/SSRS,A-,1015,a,1.06873,0,47,44,44.51153,42.62517,"","",https://www.cnn.com/2018/05/09/politics/cnn-poll-generic-ballot-narrows/index.html,52351,82671,5/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/3/2018,5/7/2018,Ipsos,B+,1197,rv,.0318472,0,39.2,37.8,43.62534,41.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52361,82676,5/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/3/2018,5/7/2018,Morning Consult,B-,1992,a,.1596487,0,42,35,46.49991,37.0313,"","",https://morningconsult.com/wp-content/uploads/2018/05/180507_crosstabs_POLITICOv1xx-2.pdf,52359,82667,5/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/4/2018,5/8/2018,Ipsos,B+,1173,rv,.0313455,0,39.2,37.9,43.62534,41.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52393,82731,5/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/5/2018,5/9/2018,Ipsos,B+,1230,rv,.0330041,0,39.6,37.3,44.02534,41.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52392,82730,5/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/6/2018,5/8/2018,YouGov,B,1228,rv,.187015,0,44,35,48.79832,37.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kwgrow0dna/econTabReport.pdf,52360,82670,5/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/6/2018,5/10/2018,Ipsos,B+,1317,rv,.0354624,0,39.3,36.7,43.72534,40.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52391,82729,5/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/6/2018,5/10/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.3413005,0,46,40,47.1857,39.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52423,82775,5/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/7/2018,5/11/2018,Ipsos,B+,1327,rv,.0358512,0,39,37.2,43.42534,41.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52418,82780,5/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/8/2018,5/12/2018,Ipsos,B+,1275,rv,.03456,0,39,35.5,43.42534,39.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52417,82779,5/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/10/2018,5/12/2018,Zogby Interactive/JZ Analytics,C,881,lv,.814537,0,40,33,42.97493,35.39018,"","",https://www.zogbyanalytics.com/news/849-the-zogby-poll-since-january-democrats-are-losing-support-in-the-congressional-generic-democrats-lose-big-among-millennials-and-african-americans-voters-remain-steady-in-their-support-for-republicans,52395,82756,5/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/9/2018,5/13/2018,Ipsos,B+,1319,rv,.0358803,0,39.2,35,43.62534,38.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52416,82778,5/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/10/2018,5/14/2018,Morning Consult,B-,1993,rv,.1615036,0,43,38,47.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2018/05/180520_crosstabs_POLITICO_v1_DK.pdf,52420,82769,5/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/10/2018,5/14/2018,Ipsos,B+,1340,rv,.0365785,0,38.2,35.6,42.62534,39.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52415,82777,5/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/11/2018,5/15/2018,Ipsos,B+,1290,rv,.0353386,0,37.8,37.1,42.22534,40.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52431,82798,5/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/13/2018,5/15/2018,YouGov,B,1226,rv,.1834236,0,42,37,46.79832,39.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k7xf72pn0o/econTabReport.pdf,52422,82774,5/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/12/2018,5/16/2018,Ipsos,B+,1247,rv,.0342833,0,37.5,36.4,41.92534,40.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52430,82797,5/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/13/2018,5/17/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.3021597,0,43,42,44.1857,41.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52447,82837,5/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/13/2018,5/17/2018,Ipsos,B+,1338,rv,.0369181,0,36.7,38.1,41.12534,41.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52429,82796,5/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/14/2018,5/18/2018,Ipsos,B+,1263,rv,.0349713,0,35.2,40.8,39.62534,44.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52441,82814,5/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/15/2018,5/19/2018,Ipsos,B+,1134,rv,.0315075,0,36,41.1,40.42534,44.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52440,82813,5/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/17/2018,5/19/2018,Morning Consult,B-,1990,rv,.1628978,0,42,36,46.49991,38.0313,"","",https://www.politico.com/f/?id=00000163-8a20-d9c0-a1f3-feb194ce0001,52442,82831,5/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/16/2018,5/20/2018,Ipsos,B+,1131,rv,.031537,0,37,38.6,41.42534,42.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52439,82812,5/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/16/2018,5/21/2018,McLaughlin & Associates,C-,1000,lv,.3620931,0,45,43,47.27081,40.39692,"","",http://mclaughlinonline.com/2018/05/22/may-2018-national-survey-results-president-trumps-job-rating-is-now-4949/,52446,82836,5/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/17/2018,5/21/2018,Ipsos,B+,1038,rv,.029036,0,38,37.7,42.42534,41.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52438,82811,5/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/18/2018,5/22/2018,Ipsos,B+,1083,rv,.0303774,0,40,36.9,44.42534,40.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52461,82867,5/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/18/2018,5/22/2018,Morning Consult,B-,1993,rv,.1644574,0,43,37,47.49991,39.0313,"","",https://www.politico.com/f/?id=00000163-8a22-d9c0-a1f3-feb320370001,52443,82832,5/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/20/2018,5/22/2018,YouGov,B,1258,rv,.1828915,0,43,38,47.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qkyd98nzy9/econTabReport.pdf,52444,82833,5/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/19/2018,5/23/2018,Ipsos,B+,1150,rv,.0323188,0,39.9,35.4,44.32534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52460,82866,5/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/14/2018,5/30/2018,YouGov,B,3146,rv,.4563024,0,45,38,49.79832,40.67322,"","",https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/Toplines%20GW%20Politics%20Poll%20Wave%201.pdf,52551,83033,5/31/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/21/2018,5/22/2018,Harris Interactive,C+,1347,rv,.5368983,0,44,37,46.77427,39.63033,"","",http://harvardharrispoll.com/wp-content/uploads/2018/05/Final_HHP_May2018_RegisteredVoters_Topline_Memo-Rev1.pdf,52456,82853,5/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/20/2018,5/24/2018,Ipsos,B+,1207,rv,.0339743,0,41.6,34.4,46.02534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52459,82865,5/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/21/2018,5/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2723172,0,43,42,44.1857,41.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52473,82881,5/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/21/2018,5/25/2018,Ipsos,B+,1440,rv,.040593,0,40.9,35.6,45.32534,39.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52477,82897,5/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/22/2018,5/26/2018,Ipsos,B+,1579,rv,.0445929,.0000566,41.6,35.5,46.02534,39.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52476,82896,5/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/23/2018,5/27/2018,Ipsos,B+,1589,rv,.0449537,.0001143,42,35.5,46.42534,39.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52475,82895,5/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/24/2018,5/28/2018,Ipsos,B+,1572,rv,.0445551,.0001701,42.7,35.1,47.12534,38.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52474,82894,5/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/23/2018,5/29/2018,Morning Consult,B-,1995,rv,.1697151,.0006997,42,37,46.49991,39.0313,"","",https://morningconsult.com/wp-content/uploads/2018/05/180545_crosstabs_POLITICO_v1_DK-1.pdf,52479,82902,5/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/25/2018,5/29/2018,Ipsos,B+,1933,rv,.0548947,.0002797,41.5,34.8,45.92534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52484,82909,5/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/26/2018,5/30/2018,Ipsos,B+,1752,rv,.0498638,.0003178,41.8,35.5,46.22534,39.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52483,82908,5/31/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/27/2018,5/29/2018,YouGov,B,1268,rv,.1861295,.001354,42,39,46.79832,41.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/v00h5ts0qm/econTabReport.pdf,52472,82880,5/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/27/2018,5/31/2018,Ipsos,B+,1777,rv,.0506851,.0003879,40.3,36.6,44.72534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52482,82907,6/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/27/2018,5/31/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2571736,.0030994,45,41,46.1857,40.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52515,82963,6/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/28/2018,6/1/2018,Ipsos,B+,1723,rv,.0492724,.0004401,40.6,35.5,45.02534,39.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52507,82951,6/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/29/2018,6/2/2018,Ipsos,B+,1681,rv,.0482026,.0004921,40.9,35.4,45.32534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52506,82950,6/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/30/2018,6/3/2018,Ipsos,B+,1353,rv,.0389089,.0004467,41.6,36.2,46.02534,40.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52505,82949,6/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/31/2018,6/4/2018,Morning Consult,B-,1990,rv,.1764703,.0023671,44,37,48.49991,39.0313,"","",https://morningconsult.com/wp-content/uploads/2018/06/180557_crosstabs_POLITICO_v1_DK.pdf,52513,82959,6/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/29/2018,6/5/2018,IBD/TIPP,A-,,rv,1.366627,.0338789,47,40,47.20329,39.27478,"","",https://www.investors.com/politics/trump-job-approval-economy-korea-favorability-ibd-tipp-poll/,52526,82978,6/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/31/2018,6/4/2018,Ipsos,B+,1310,rv,.0377833,.0004818,41.6,33.9,46.02534,37.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52504,82948,6/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,5/31/2018,6/5/2018,Quinnipiac University,A-,1223,rv,.8604281,.0136681,47,40,44.8154,39.99812,"","",https://poll.qu.edu/search-releases/search-results/release-detail?What=&strArea=6;0;&strTime=28&ReleaseID=2544#Question001,52523,82974,6/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/1/2018,6/5/2018,Ipsos,B+,1266,rv,.0366173,.0005135,42.6,32.5,47.02534,36.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52535,82999,6/6/2018,13:20:19 23 Sep 2018
